epoch,step,test_accuracy,test_loss,train_loss,val_accuracy,val_loss
0,49,,,0.39160558581352234,,
0,99,,,0.35994958877563477,,
0,149,,,0.4642125368118286,,
0,199,,,0.24792444705963135,,
0,249,,,0.24093860387802124,,
0,299,,,0.15233774483203888,,
0,349,,,0.20432740449905396,,
0,399,,,0.17629794776439667,,
0,449,,,0.33974218368530273,,
0,499,,,0.037196580320596695,,
0,549,,,0.14256295561790466,,
0,599,,,0.026819633319973946,,
0,649,,,0.5611491203308105,,
0,699,,,0.2945570647716522,,
0,749,,,0.47374504804611206,,
0,799,,,0.1744498461484909,,
0,849,,,0.2375861555337906,,
0,899,,,0.2749933898448944,,
0,918,,,,0.9388889074325562,0.19956298172473907
1,949,,,0.08939517289400101,,
1,999,,,0.20591291785240173,,
1,1049,,,0.09517251700162888,,
1,1099,,,0.19701658189296722,,
1,1149,,,0.024105701595544815,,
1,1199,,,0.12851348519325256,,
1,1249,,,0.07955671846866608,,
1,1299,,,0.044367872178554535,,
1,1349,,,0.08601336926221848,,
1,1399,,,0.5331635475158691,,
1,1449,,,0.29938599467277527,,
1,1499,,,0.01760273613035679,,
1,1549,,,0.4840804934501648,,
1,1599,,,0.04904061555862427,,
1,1649,,,0.0434250608086586,,
1,1699,,,0.04329114034771919,,
1,1749,,,0.08882822096347809,,
1,1799,,,0.016416307538747787,,
1,1837,,,,0.9549206495285034,0.1555231362581253
2,1849,,,0.018600856885313988,,
2,1899,,,0.12484131008386612,,
2,1949,,,0.06680285930633545,,
2,1999,,,0.09646643698215485,,
2,2049,,,0.14209121465682983,,
2,2099,,,0.06493429839611053,,
2,2149,,,0.23066346347332,,
2,2199,,,0.08795855194330215,,
2,2249,,,0.11511006951332092,,
2,2299,,,0.10029705613851547,,
2,2349,,,0.5078197121620178,,
2,2399,,,0.016127223148941994,,
2,2449,,,0.03794942423701286,,
2,2499,,,0.04011479392647743,,
2,2549,,,0.0866832360625267,,
2,2599,,,0.03270208463072777,,
2,2649,,,0.09001992642879486,,
2,2699,,,0.1003628522157669,,
2,2749,,,0.012280058115720749,,
2,2756,,,,0.9606349468231201,0.12719373404979706
3,2799,,,0.04691020026803017,,
3,2849,,,0.0061525204218924046,,
3,2899,,,0.05620867386460304,,
3,2949,,,0.010983970947563648,,
3,2999,,,0.06871509552001953,,
3,3049,,,0.08201859891414642,,
3,3099,,,0.01242923829704523,,
3,3149,,,0.0017913044430315495,,
3,3199,,,0.0524783656001091,,
3,3249,,,0.02261827327311039,,
3,3299,,,0.10274884104728699,,
3,3349,,,0.0479549802839756,,
3,3399,,,0.14375825226306915,,
3,3449,,,0.09616222232580185,,
3,3499,,,0.038664624094963074,,
3,3549,,,0.03945393115282059,,
3,3599,,,0.16740427911281586,,
3,3649,,,0.3392174243927002,,
3,3675,,,,0.9596825242042542,0.1509581357240677
4,3699,,,0.2590334117412567,,
4,3749,,,0.010576504282653332,,
4,3799,,,0.06009173020720482,,
4,3849,,,0.003563609439879656,,
4,3899,,,0.09675175696611404,,
4,3949,,,0.021977771073579788,,
4,3999,,,0.1000097319483757,,
4,4049,,,0.03476344794034958,,
4,4099,,,0.002896401798352599,,
4,4149,,,0.004927533678710461,,
4,4199,,,0.9706538915634155,,
4,4249,,,0.0032931023743003607,,
4,4299,,,0.056144896894693375,,
4,4349,,,0.10310769826173782,,
4,4399,,,0.026475220918655396,,
4,4449,,,0.0004955232725478709,,
4,4499,,,0.13489989936351776,,
4,4549,,,0.01779269240796566,,
4,4594,,,,0.9668254256248474,0.12534202635288239
5,4595,0.9614347219467163,0.16041558980941772,,,
